,run,item,D1,D2,D3,D4
507,31,11,1.0,0.0,0.0,1.0
508,31,12,1.0,0.0,1.0,1.0
509,31,13,1.0,0.0,1.0,0.0
510,31,14,1.0,0.0,1.0,1.0
511,31,15,1.0,0.0,1.0,0.0
512,32,0,1.0,0.0,1.0,1.0
513,32,1,1.0,0.0,1.0,0.0
514,32,2,1.0,0.0,1.0,0.0
515,32,3,1.0,0.0,1.0,1.0
516,32,4,1.0,0.0,1.0,1.0
517,32,5,1.0,0.0,1.0,1.0
518,32,6,1.0,0.0,1.0,1.0
519,32,7,1.0,1.0,0.0,0.0
520,32,8,0.0,0.0,1.0,1.0
521,32,9,1.0,0.0,1.0,1.0
522,32,10,1.0,0.0,1.0,1.0
523,32,11,1.0,0.0,1.0,0.0
524,32,12,1.0,0.0,1.0,1.0
525,32,13,0.0,1.0,0.0,1.0
526,32,14,1.0,1.0,0.0,1.0
527,32,15,0.0,0.0,1.0,1.0
528,33,0,1.0,0.0,1.0,0.0
529,33,1,1.0,0.0,1.0,0.0
530,33,2,1.0,0.0,1.0,0.0
531,33,3,1.0,0.0,1.0,1.0
532,33,4,1.0,1.0,0.0,1.0
533,33,5,1.0,0.0,1.0,1.0
534,33,6,1.0,0.0,0.0,1.0
535,33,7,1.0,0.0,1.0,0.0
536,33,8,1.0,0.0,0.0,1.0
537,33,9,1.0,0.0,1.0,1.0
538,33,10,0.0,0.0,1.0,1.0
539,33,11,1.0,0.0,1.0,0.0
540,33,12,1.0,0.0,0.0,1.0
541,33,13,1.0,0.0,1.0,0.0
542,33,14,1.0,1.0,0.0,1.0
543,33,15,1.0,0.0,0.0,1.0
544,34,0,1.0,0.0,1.0,1.0
545,34,1,1.0,0.0,1.0,1.0
546,34,2,0.0,0.0,0.0,1.0
547,34,3,1.0,0.0,1.0,1.0
548,34,4,1.0,0.0,1.0,1.0
549,34,5,0.0,0.0,1.0,1.0
550,34,6,1.0,0.0,1.0,1.0
551,34,7,1.0,0.0,1.0,1.0
552,34,8,0.0,0.0,1.0,1.0
553,34,9,1.0,0.0,1.0,1.0
554,34,10,1.0,0.0,1.0,1.0
555,34,11,1.0,0.0,1.0,0.0
556,34,12,1.0,1.0,1.0,1.0
557,34,13,1.0,0.0,1.0,0.0
558,34,14,1.0,0.0,1.0,1.0
559,34,15,0.0,0.0,1.0,1.0
560,35,0,1.0,0.0,1.0,0.0
561,35,1,1.0,0.0,1.0,0.0
562,35,2,0.0,1.0,1.0,0.0
563,35,3,1.0,0.0,1.0,1.0
564,35,4,1.0,1.0,1.0,1.0
565,35,5,1.0,0.0,1.0,1.0
566,35,6,1.0,0.0,0.0,1.0
567,35,7,1.0,0.0,1.0,1.0
568,35,8,1.0,0.0,1.0,0.0
569,35,9,1.0,0.0,1.0,1.0
570,35,10,1.0,0.0,1.0,1.0
571,35,11,1.0,1.0,1.0,0.0
572,35,12,1.0,0.0,0.0,1.0
573,35,13,1.0,0.0,1.0,0.0
574,35,14,0.0,1.0,1.0,0.0
575,35,15,0.0,0.0,1.0,1.0
576,36,0,1.0,0.0,1.0,1.0
577,36,1,1.0,0.0,1.0,0.0
578,36,2,1.0,1.0,0.0,1.0
579,36,3,1.0,0.0,1.0,1.0
580,36,4,1.0,1.0,0.0,1.0
581,36,5,0.0,0.0,1.0,1.0
582,36,6,1.0,0.0,1.0,1.0
583,36,7,1.0,1.0,0.0,0.0
584,36,8,1.0,0.0,0.0,1.0
585,36,9,0.0,1.0,1.0,1.0
586,36,10,1.0,0.0,1.0,1.0
587,36,11,1.0,0.0,1.0,0.0
588,36,12,1.0,0.0,1.0,1.0
589,36,13,0.0,1.0,0.0,1.0
590,36,14,1.0,0.0,1.0,1.0
591,36,15,0.0,0.0,1.0,1.0
592,37,0,1.0,0.0,1.0,0.0
593,37,1,0.0,1.0,1.0,0.0
594,37,2,0.0,1.0,1.0,0.0
595,37,3,1.0,1.0,1.0,1.0
596,37,4,1.0,0.0,1.0,1.0
597,37,5,1.0,1.0,1.0,1.0
598,37,6,1.0,0.0,1.0,1.0
599,37,7,0.0,1.0,1.0,0.0
600,37,8,0.0,1.0,1.0,0.0
601,37,9,0.0,1.0,1.0,0.0
602,37,10,0.0,1.0,1.0,0.0
603,37,11,0.0,1.0,0.0,1.0
604,37,12,1.0,0.0,1.0,1.0
605,37,13,1.0,1.0,0.0,1.0
606,37,14,1.0,0.0,1.0,1.0
607,37,15,0.0,0.0,1.0,1.0
608,38,0,1.0,0.0,1.0,0.0
609,38,1,1.0,0.0,1.0,0.0
610,38,2,1.0,0.0,1.0,0.0
611,38,3,1.0,0.0,1.0,1.0
612,38,4,1.0,0.0,1.0,1.0
613,38,5,1.0,0.0,1.0,1.0
614,38,6,1.0,0.0,1.0,1.0
615,38,7,1.0,0.0,1.0,1.0
616,38,8,1.0,0.0,0.0,1.0
617,38,9,1.0,0.0,1.0,1.0
618,38,10,1.0,0.0,1.0,1.0
619,38,11,1.0,0.0,1.0,0.0
620,38,12,1.0,0.0,1.0,1.0
621,38,13,1.0,0.0,1.0,0.0
622,38,14,1.0,0.0,1.0,1.0
623,38,15,1.0,0.0,0.0,1.0
624,39,0,1.0,0.0,1.0,1.0
625,39,1,1.0,0.0,1.0,1.0
626,39,2,1.0,0.0,1.0,0.0
627,39,3,1.0,0.0,1.0,1.0
628,39,4,1.0,0.0,1.0,1.0
629,39,5,1.0,0.0,1.0,1.0
630,39,6,1.0,0.0,0.0,1.0
631,39,7,1.0,0.0,1.0,0.0
632,39,8,1.0,0.0,1.0,0.0
